temp,I_value,r_value,dp_value,target
30,20583117605456600000000000000000000000000000000000000000000000000000000000000000000.00,0.000000000000000,1000,1
31,38577013449144300000000000000000000000000000000000000000000000000000000000000000.00,0.000000000000000,1000,1
32,107052042784032000000000000000000000000000000000000000000000000000000000000000.00,0.000000000000000,1000,1
33,424438596400389000000000000000000000000000000000000000000000000000000000000.00,0.000000000000000,1000,1
34,2329785629203370000000000000000000000000000000000000000000000000000000000.00,0.000000000000000,1000,1
35,17218226663505100000000000000000000000000000000000000000000000000000000.00,0.000000000000000,1000,1
36,167135215179800000000000000000000000000000000000000000000000000000000.00,0.000000000000000,1000,1
37,2084270204508490000000000000000000000000000000000000000000000000000.00,0.000000000000000,1000,1
38,32738335792057900000000000000000000000000000000000000000000000000.00,0.000000000000000,1000,1
39,636307053830431000000000000000000000000000000000000000000000000.00,0.000000000000000,1000,1
40,15060742023200200000000000000000000000000000000000000000000000.00,0.000000000000000,1000,1
41,427892143010873000000000000000000000000000000000000000000000.00,0.000000000000000,1000,1
42,14403422023748000000000000000000000000000000000000000000000.00,0.000000000000000,1000,1
43,567678671029760000000000000000000000000000000000000000000.00,0.000000000000000,1000,1
44,25916369018894600000000000000000000000000000000000000000.00,0.000000000000000,1000,1
45,1357140385079070000000000000000000000000000000000000000.00,0.000000000000000,1000,1
46,80792090296371900000000000000000000000000000000000000.00,0.000000000000000,1000,1
47,5423148105835970000000000000000000000000000000000000.00,0.000000000000000,1000,1
48,407393388395435000000000000000000000000000000000000.00,0.000000000000000,1000,1
49,34014471880613500000000000000000000000000000000000.00,0.000000000000000,1000,1
50,3136515932396190000000000000000000000000000000000.00,0.000000000000000,1000,1
51,317561597937106000000000000000000000000000000000.00,0.000000000000000,1000,1
52,35112605424014800000000000000000000000000000000.00,0.000000000000000,1000,1
53,4218784833695110000000000000000000000000000000.00,0.000000000000000,1000,1
54,548271890431080000000000000000000000000000000.00,0.000000000000000,1000,1
55,76741401529154500000000000000000000000000000.00,0.000000000000000,1000,1
56,11522912585263800000000000000000000000000000.00,0.000000000000000,1000,1
57,1849219239037960000000000000000000000000000.00,0.000000000000000,1000,1
58,316092097078485000000000000000000000000000.00,0.000000000000000,1000,1
59,57364709238678400000000000000000000000000.00,0.000000000000000,1000,1
60,11019999721968900000000000000000000000000.00,0.000000000000000,1000,1
61,2234647199861450000000000000000000000000.00,0.000000000000000,1000,1
62,477079007450497000000000000000000000000.00,0.000000000000000,1000,1
63,106969786192701000000000000000000000000.00,0.000000000000000,1000,1
64,25131793657154500000000000000000000000.00,0.000000000000000,1000,1
65,6173633548276100000000000000000000000.00,0.000000000000000,1000,1
66,1582462548928820000000000000000000000.00,0.000000000000000,1000,1
67,422448737300859000000000000000000000.00,0.000000000000000,1000,1
68,117242207469409000000000000000000000.00,0.000000000000000,1000,1
69,33769909771707200000000000000000000.00,0.000000000000000,1000,1
70,10079064307498000000000000000000000.00,0.000000000000000,1000,1
71,3112449789853060000000000000000000.00,0.000000000000000,1000,1
72,993024556373517000000000000000000.00,0.000000000000000,1000,1
73,326896720679217000000000000000000.00,0.000000000000000,1000,1
74,110892714849083000000000000000000.00,0.000000000000000,1000,1
75,38718245495860700000000000000000.00,0.000000000000000,1000,1
76,13898063936143800000000000000000.00,0.000000000000000,1000,1
77,5123306986052920000000000000000.00,0.000000000000000,1000,1
78,1937578802939260000000000000000.00,0.000000000000000,1000,1
79,751033451965412000000000000000.00,0.000000000000000,1000,1
80,298091224186290000000000000000.00,0.000000000000000,1000,1
81,121045316642495000000000000000.00,0.000000000000000,1000,1
82,50245036011173800000000000000.00,0.000000000000000,1000,1
83,21302945386735500000000000000.00,0.000000000000000,1000,1
84,9218470043348470000000000000.00,0.000000000000000,1000,1
85,4068530647625110000000000000.00,0.000000000000000,1000,1
86,1830110422645470000000000000.00,0.000000000000000,1000,1
87,838480748611812000000000000.00,0.000000000000000,1000,1
88,391032706063672000000000000.00,0.000000000000000,1000,1
89,185514374231196000000000000.00,0.000000000000000,1000,1
90,89482558479105500000000000.00,0.000000000000000,1000,1
91,43858959342041400000000000.00,0.000000000000000,1000,1
92,21832849854029500000000000.00,0.000000000000000,1000,1
93,11032591599278800000000000.00,0.000000000000000,1000,1
94,5656551407388800000000000.00,0.000000000000000,1000,1
95,2941262910760860000000000.00,0.000000000000000,1000,1
96,1550361568000530000000000.00,0.000000000000000,1000,1
97,828068339050760000000000.00,0.000000000000000,1000,1
98,447979222839207000000000.00,0.000000000000000,1000,1
99,245380264910067000000000.00,0.000000000000000,1000,1
100,136034716161491000000000.00,0.000000000000000,1000,1
101,76301477104623400000000.00,0.000000000000000,1000,1
102,43285256471793300000000.00,0.000000000000000,1000,1
103,24827185573441900000000.00,0.000000000000000,1000,1
104,14393205758332200000000.00,0.000000000000000,1000,1
105,8431357053342350000000.00,0.000000000000000,1000,1
106,4989071107811670000000.00,0.000000000000000,1000,1
107,2981269961731310000000.00,0.000000000000000,1000,1
108,1798556130217620000000.00,0.000000000000000,1000,1
109,1095150471180350000000.00,0.000000000000000,1000,1
110,672885034030340000000.00,0.000000000000000,1000,1
111,417079983620408000000.00,0.000000000000000,1000,1
112,260739686762595000000.00,0.000000000000000,1000,1
113,164363646075309000000.00,0.000000000000000,1000,1
114,104452829115941000000.00,0.000000000000000,1000,1
115,66905026155306200000.00,0.000000000000000,1000,1
116,43184990132719300000.00,0.000000000000000,1000,1
117,28083867820483200000.00,0.000000000000000,1000,1
118,18397059126615900000.00,0.000000000000000,1000,1
119,12137449223119100000.00,0.000000000000000,1000,1
120,8063373881919180000.00,0.000000000000000,1000,1
121,5393142331771470000.00,0.000000000000000,1000,1
122,3631035455511630000.00,0.000000000000000,1000,1
123,2460439997651890000.00,0.000000000000000,1000,1
124,1677726480674940000.00,0.000000000000000,1000,1
125,1151039443485640000.00,0.000000000000000,1000,1
126,794431707912604000.00,0.000000000000000,1000,1
127,551516990228025000.00,0.000000000000000,1000,1
128,385068283006029000.00,0.000000000000000,1000,1
129,270355701916870000.00,0.000000000000000,1000,1
130,190851874328834000.00,0.000000000000000,1000,1
131,135446042241801000.00,0.000000000000000,1000,1
132,96625716238898000.00,0.000000000000000,1000,1
133,69282691500947700.00,0.000000000000000,1000,1
134,49924418374930200.00,0.000000000000000,1000,1
135,36150108004552500.00,0.000000000000000,1000,1
136,26300741891998200.00,0.000000000000000,1000,1
137,19223969335092700.00,0.000000000000000,1000,1
138,14115327401554400.00,0.000000000000000,1000,1
139,10410440181588500.00,0.000000000000000,1000,1
140,7711451187308270.00,0.000000000000001,1000,1
141,5736563819341130.00,0.000000000000001,1000,1
142,4285260057468280.00,0.000000000000001,1000,1
143,3214209716691900.00,0.000000000000002,1000,1
144,2420505088324280.00,0.000000000000002,1000,1
145,1829939206819610.00,0.000000000000003,1000,1
146,1388773074338420.00,0.000000000000004,1000,1
147,1057927529530100.00,0.000000000000005,1000,1
148,808867738020000.00,0.000000000000006,1000,1
149,620674523931436.00,0.000000000000008,1000,1
150,477951512630286.00,0.000000000000010,1000,1
151,369323385881556.00,0.000000000000014,1000,1
152,286353936978782.00,0.000000000000017,1000,1
